anchor_name,module,anchor_signature,anchor_informal,variant_signature,transformation_type,change_description
Ici_mem_nhdsSet_Ici_iff,Mathlib.Topology.Order.NhdsSet, {a b : α} [NeBot (𝓝[<] b)] : Ici a ∈ 𝓝ˢ (Ici b) ↔ a < b,"For any elements $a$ and $b$ in a linear order $\alpha$ where the left neighborhood filter $\mathcal{N}_{<b}$ is non-trivial, the right-infinite left-closed interval $[a, \infty)$ belongs to the neighborhood filter $\mathcal{N}^s([b, \infty))$ if and only if $a < b$.", {a b : α} [NeBot (𝓝[<] b)] : ¬(Ici a ∈ 𝓝ˢ (Ici b) ↔ a < b),negation,Negated conclusion with ¬
Ici_mem_nhdsSet_Ici_iff,Mathlib.Topology.Order.NhdsSet, {a b : α} [NeBot (𝓝[<] b)] : Ici a ∈ 𝓝ˢ (Ici b) ↔ a < b,"For any elements $a$ and $b$ in a linear order $\alpha$ where the left neighborhood filter $\mathcal{N}_{<b}$ is non-trivial, the right-infinite left-closed interval $[a, \infty)$ belongs to the neighborhood filter $\mathcal{N}^s([b, \infty))$ if and only if $a < b$.", {a b : α} b)] : Ici a ∈ 𝓝ˢ (Ici b) ↔ a < b,generalization,Removed typeclass [NeBot (𝓝[<]
WeierstrassCurve.Projective.add_of_equiv,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Point, {P Q : Fin 3 → R} (h : P ≈ Q) : W'.add P Q = W'.dblXYZ P,"Let $W$ be a Weierstrass curve over a commutative ring $R$, and let $P$ and $Q$ be projective point representatives in $R^3$. If $P$ and $Q$ are equivalent (i.e., one is a scalar multiple of the other by a unit in $R^\times$), then the addition of $P$ and $Q$ via $W.\text{add}$ equals the doubling of $P$ via $W.\text{dblXYZ}$.", {P Q : Fin 3 → R} (h : P ≈ Q) : W'.add P Q ≠ W'.dblXYZ P,negation,Changed = to ≠
WeierstrassCurve.Projective.add_of_equiv,Mathlib.AlgebraicGeometry.EllipticCurve.Projective.Point, {P Q : Fin 3 → R} (h : P ≈ Q) : W'.add P Q = W'.dblXYZ P,"Let $W$ be a Weierstrass curve over a commutative ring $R$, and let $P$ and $Q$ be projective point representatives in $R^3$. If $P$ and $Q$ are equivalent (i.e., one is a scalar multiple of the other by a unit in $R^\times$), then the addition of $P$ and $Q$ via $W.\text{add}$ equals the doubling of $P$ via $W.\text{dblXYZ}$.", {P Q : Fin 3 → R} : W'.add P Q = W'.dblXYZ P,generalization,Removed hypothesis (h : P ≈ Q)
mem_extChartAt_source,Mathlib.Geometry.Manifold.IsManifold.ExtChartAt, (x : M) : x ∈ (extChartAt I x).source,"For any point $x$ in a manifold $M$ modeled on $(E, H)$, the point $x$ belongs to the source of its extended chart $\text{extChartAt}_I(x)$. That is, $x \in (\text{extChartAt}_I(x)).\text{source}$.", (x : M) : ¬(x ∈ (extChartAt I x).source),negation,Negated conclusion with ¬
mem_extChartAt_source,Mathlib.Geometry.Manifold.IsManifold.ExtChartAt, (x : M) : x ∈ (extChartAt I x).source,"For any point $x$ in a manifold $M$ modeled on $(E, H)$, the point $x$ belongs to the source of its extended chart $\text{extChartAt}_I(x)$. That is, $x \in (\text{extChartAt}_I(x)).\text{source}$.", : x ∈ (extChartAt I x).source,generalization,Removed hypothesis (x : M)
Trivialization.toPretrivialization_injective,Mathlib.Topology.FiberBundle.Trivialization, : Function.Injective fun e : Trivialization F proj => e.toPretrivialization,"The map sending a local trivialization $e$ of a fiber bundle with projection $\text{proj} : Z \to B$ and fiber $F$ to its underlying pretrivialization is injective. In other words, if two local trivializations $e$ and $e'$ have the same underlying pretrivialization, then $e = e'$.", : Function.Injective fun e : ¬(Trivialization F proj => e.toPretrivialization),negation,Negated conclusion with ¬
DiscreteQuotient.comap_mono,Mathlib.Topology.DiscreteQuotient, {A B : DiscreteQuotient Y} (h : A ≤ B) : A.comap f ≤ B.comap f,"Let \( f \colon X \to Y \) be a continuous map between topological spaces, and let \( A \) and \( B \) be discrete quotients of \( Y \) such that \( A \leq B \). Then the pullback of \( A \) along \( f \) is finer than the pullback of \( B \) along \( f \), i.e., \( A.\text{comap} f \leq B.\text{comap} f \).", {A B : DiscreteQuotient Y} (h : A ≤ B) : ¬(A.comap f ≤ B.comap f),negation,Negated conclusion with ¬
DiscreteQuotient.comap_mono,Mathlib.Topology.DiscreteQuotient, {A B : DiscreteQuotient Y} (h : A ≤ B) : A.comap f ≤ B.comap f,"Let \( f \colon X \to Y \) be a continuous map between topological spaces, and let \( A \) and \( B \) be discrete quotients of \( Y \) such that \( A \leq B \). Then the pullback of \( A \) along \( f \) is finer than the pullback of \( B \) along \( f \), i.e., \( A.\text{comap} f \leq B.\text{comap} f \).", {A B : DiscreteQuotient Y} : A.comap f ≤ B.comap f,generalization,Removed hypothesis (h : A ≤ B)
CategoryTheory.Equivalence.ε_comp_map_ε,Mathlib.CategoryTheory.Monoidal.Functor, : ε e.inverse ≫ e.inverse.map (ε e.functor) = e.unit.app (𝟙_ C),"For an equivalence of monoidal categories $e \colon C \simeq D$, the composition of the lax monoidal unit $\varepsilon_{e^{-1}} \colon \mathbb{1}_C \to e^{-1}(\mathbb{1}_D)$ of the inverse functor with $e^{-1}(\varepsilon_e)$ (where $\varepsilon_e \colon \mathbb{1}_D \to e(\mathbb{1}_C)$ is the lax monoidal unit of $e$) equals the unit natural transformation $\eta$ of the equivalence evaluated at the monoidal unit $\mathbb{1}_C$.

In symbols:
$$\varepsilon_{e^{-1}} \circ e^{-1}(\varepsilon_e) = \eta_{\mathbb{1}_C}$$", : ε e.inverse ≫ e.inverse.map (ε e.functor) ≠ e.unit.app (𝟙_ C),negation,Changed = to ≠
Mathlib.Tactic.Abel.term_atomg,Mathlib.Tactic.Abel, {α} [AddCommGroup α] (x : α) : x = termg 1 x 0,"For any element $x$ in an additive commutative group $\alpha$, we have the equality $x = 1 \cdot x + 0$.", {α} [AddCommGroup α] (x : α) : x ≠ termg 1 x 0,negation,Changed = to ≠
Mathlib.Tactic.Abel.term_atomg,Mathlib.Tactic.Abel, {α} [AddCommGroup α] (x : α) : x = termg 1 x 0,"For any element $x$ in an additive commutative group $\alpha$, we have the equality $x = 1 \cdot x + 0$.", {α} (x : α) : x = termg 1 x 0,generalization,Removed typeclass [AddCommGroup α]
NonUnitalSubalgebra.star_mem_star_iff,Mathlib.Algebra.Star.NonUnitalSubalgebra, (S : NonUnitalSubalgebra R A) (x : A) : star x ∈ star S ↔ x ∈ S,"For any non-unital star subalgebra $S$ of a non-unital star algebra $A$ over a semiring $R$, and for any element $x \in A$, the star of $x$ belongs to the star of $S$ if and only if $x$ belongs to $S$. In symbols:
\[ \star x \in \star S \leftrightarrow x \in S. \]", (S : NonUnitalSubalgebra R A) (x : A) : ¬(star x ∈ star S ↔ x ∈ S),negation,Negated conclusion with ¬
NonUnitalSubalgebra.star_mem_star_iff,Mathlib.Algebra.Star.NonUnitalSubalgebra, (S : NonUnitalSubalgebra R A) (x : A) : star x ∈ star S ↔ x ∈ S,"For any non-unital star subalgebra $S$ of a non-unital star algebra $A$ over a semiring $R$, and for any element $x \in A$, the star of $x$ belongs to the star of $S$ if and only if $x$ belongs to $S$. In symbols:
\[ \star x \in \star S \leftrightarrow x \in S. \]", (x : A) : star x ∈ star S ↔ x ∈ S,generalization,Removed hypothesis (S : NonUnitalSubalgebra R A)
ContinuousMap.coe_comp,Mathlib.Topology.ContinuousMap.Basic," (f : C(β, γ)) (g : C(α, β)) : ⇑(comp f g) = f ∘ g","For any continuous maps $f \colon \beta \to \gamma$ and $g \colon \alpha \to \beta$ between topological spaces, the underlying function of their composition $f \circ g$ is equal to the composition of their underlying functions, i.e., $(f \circ g)(x) = f(g(x))$ for all $x \in \alpha$."," (f : C(β, γ)) (g : C(α, β)) : ⇑(comp f g) ≠ f ∘ g",negation,Changed = to ≠
LieModule.traceForm_genWeightSpace_eq,Mathlib.Algebra.Lie.TraceForm," [Module.Free R M] [IsDomain R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) :
  traceForm R L (genWeightSpace M χ) x y = finrank R (genWeightSpace M χ) • (χ x * χ y)","Let $L$ be a nilpotent Lie algebra over a principal ideal domain $R$, and $M$ a finite free $R$-module with a Lie module structure and linear weights. For any weight $\chi: L \to R$ and any elements $x, y \in L$, the trace form $B$ on the generalized weight space $M_\chi$ satisfies:
\[ B(x, y) = \dim_R(M_\chi) \cdot (\chi(x) \cdot \chi(y)) \]
where $\dim_R(M_\chi)$ denotes the rank of $M_\chi$ as a free $R$-module."," [Module.Free R M] [IsDomain R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) : traceForm R L (genWeightSpace M χ) x y ≠ finrank R (genWeightSpace M χ) • (χ x * χ y)",negation,Changed = to ≠
LieModule.traceForm_genWeightSpace_eq,Mathlib.Algebra.Lie.TraceForm," [Module.Free R M] [IsDomain R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) :
  traceForm R L (genWeightSpace M χ) x y = finrank R (genWeightSpace M χ) • (χ x * χ y)","Let $L$ be a nilpotent Lie algebra over a principal ideal domain $R$, and $M$ a finite free $R$-module with a Lie module structure and linear weights. For any weight $\chi: L \to R$ and any elements $x, y \in L$, the trace form $B$ on the generalized weight space $M_\chi$ satisfies:
\[ B(x, y) = \dim_R(M_\chi) \cdot (\chi(x) \cdot \chi(y)) \]
where $\dim_R(M_\chi)$ denotes the rank of $M_\chi$ as a free $R$-module."," [Module.Free R M] [CommRing R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) :
  traceForm R L (genWeightSpace M χ) x y = finrank R (genWeightSpace M χ) • (χ x * χ y)",generalization,Generalized: IsDomain → CommRing
LieModule.traceForm_genWeightSpace_eq,Mathlib.Algebra.Lie.TraceForm," [Module.Free R M] [IsDomain R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) :
  traceForm R L (genWeightSpace M χ) x y = finrank R (genWeightSpace M χ) • (χ x * χ y)","Let $L$ be a nilpotent Lie algebra over a principal ideal domain $R$, and $M$ a finite free $R$-module with a Lie module structure and linear weights. For any weight $\chi: L \to R$ and any elements $x, y \in L$, the trace form $B$ on the generalized weight space $M_\chi$ satisfies:
\[ B(x, y) = \dim_R(M_\chi) \cdot (\chi(x) \cdot \chi(y)) \]
where $\dim_R(M_\chi)$ denotes the rank of $M_\chi$ as a free $R$-module."," [Module.Free R M] [Field R] [IsPrincipalIdealRing R] [LieRing.IsNilpotent L] [IsNoetherian R M]
  [LinearWeights R L M] (χ : L → R) (x y : L) :
  traceForm R L (genWeightSpace M χ) x y = finrank R (genWeightSpace M χ) • (χ x * χ y)",specialization,Specialized: IsDomain → Field
Basis.prod_apply,Mathlib.LinearAlgebra.Basis.Prod, (i) : b.prod b' i = Sum.elim (LinearMap.inl R M M' ∘ b) (LinearMap.inr R M M' ∘ b') i,"Let $M$ and $M'$ be modules over a ring $R$ with bases $b$ and $b'$ indexed by $\iota$ and $\iota'$ respectively. For any index $i \in \iota \oplus \iota'$, the basis vector $(b \times b')(i)$ in the product module $M \times M'$ is given by:
$$(b \times b')(i) = \begin{cases}
(\text{inl} \circ b)(i) & \text{if } i \in \iota \\
(\text{inr} \circ b')(i) & \text{if } i \in \iota'
\end{cases}$$
where $\text{inl} : M \to M \times M'$ maps $x$ to $(x,0)$ and $\text{inr} : M' \to M \times M'$ maps $y$ to $(0,y)$.", (i) : b.prod b' i ≠ Sum.elim (LinearMap.inl R M M' ∘ b) (LinearMap.inr R M M' ∘ b') i,negation,Changed = to ≠
Submodule.mulRightMap_apply_single,Mathlib.LinearAlgebra.Finsupp.LSum, {M N : Submodule R S} {ι : Type*} (n : ι → N) (i : ι) (m : M) : mulRightMap M n (Finsupp.single i m) = m.1 * (n i).1,"Let $R$ be a semiring, $S$ an $R$-algebra, and $M, N$ submodules of $S$. For any family of elements $(n_i)_{i \in \iota}$ in $N$ and any element $m \in M$, the right multiplication map evaluated at the finitely supported function $\text{single}_i(m)$ (which is $m$ at index $i$ and zero elsewhere) equals $m \cdot n_i$.", {M N : Submodule R S} {ι : Type*} (n : ι → N) (i : ι) (m : M) : mulRightMap M n (Finsupp.single i m) ≠ m.1 * (n i).1,negation,Changed = to ≠
Submodule.mulRightMap_apply_single,Mathlib.LinearAlgebra.Finsupp.LSum, {M N : Submodule R S} {ι : Type*} (n : ι → N) (i : ι) (m : M) : mulRightMap M n (Finsupp.single i m) = m.1 * (n i).1,"Let $R$ be a semiring, $S$ an $R$-algebra, and $M, N$ submodules of $S$. For any family of elements $(n_i)_{i \in \iota}$ in $N$ and any element $m \in M$, the right multiplication map evaluated at the finitely supported function $\text{single}_i(m)$ (which is $m$ at index $i$ and zero elsewhere) equals $m \cdot n_i$.", {M N : Submodule R S} {ι : Type*} (i : ι) (m : M) : mulRightMap M n (Finsupp.single i m) = m.1 * (n i).1,generalization,Removed hypothesis (n : ι → N)
Multiset.disjoint_right,Mathlib.Data.Multiset.UnionInter," {s t : Multiset α} : Disjoint s t ↔ ∀ {a}, a ∈ t → a ∉ s","Two multisets $s$ and $t$ are disjoint if and only if for every element $a$, if $a$ belongs to $t$ then $a$ does not belong to $s$."," {s t : Multiset α} : ¬(Disjoint s t ↔ ∀ {a}, a ∈ t → a ∉ s)",negation,Negated conclusion with ¬
Multiset.disjoint_right,Mathlib.Data.Multiset.UnionInter," {s t : Multiset α} : Disjoint s t ↔ ∀ {a}, a ∈ t → a ∉ s","Two multisets $s$ and $t$ are disjoint if and only if for every element $a$, if $a$ belongs to $t$ then $a$ does not belong to $s$."," {s t : Multiset α} : ¬(a ∉ s) → ¬(Disjoint s t ↔ ∀ {a}, a ∈ t)",contrapositive,Contrapositive: ¬Q → ¬P
Nat.sInf_add',Mathlib.Data.Nat.Lattice, {n : ℕ} {p : ℕ → Prop} (h : 0 < sInf {m | p m}) : sInf {m | p m} + n = sInf {m | p (m - n)},"For any natural number $n$ and predicate $p$ on natural numbers, if the infimum of the set $\{m \mid p(m)\}$ is positive, then the sum of this infimum and $n$ equals the infimum of the set $\{m \mid p(m - n)\}$. In other words,
\[ \inf \{m \mid p(m)\} + n = \inf \{m \mid p(m - n)\}. \]", {n : ℕ} {p : ℕ → Prop} (h : 0 < sInf {m | p m}) : sInf {m | p m} + n ≠ sInf {m | p (m - n)},negation,Changed = to ≠
Nat.sInf_add',Mathlib.Data.Nat.Lattice, {n : ℕ} {p : ℕ → Prop} (h : 0 < sInf {m | p m}) : sInf {m | p m} + n = sInf {m | p (m - n)},"For any natural number $n$ and predicate $p$ on natural numbers, if the infimum of the set $\{m \mid p(m)\}$ is positive, then the sum of this infimum and $n$ equals the infimum of the set $\{m \mid p(m - n)\}$. In other words,
\[ \inf \{m \mid p(m)\} + n = \inf \{m \mid p(m - n)\}. \]", {n : ℕ} {p : ℕ → Prop} : sInf {m | p m} + n = sInf {m | p (m - n)},generalization,Removed hypothesis (h : 0 < sInf {m | p m})
IsCompl.prod_mul_prod,Mathlib.Algebra.BigOperators.Group.Finset.Basic," [Fintype ι] {s t : Finset ι} (h : IsCompl s t) (f : ι → M) : (∏ i ∈ s, f i) * ∏ i ∈ t, f i = ∏ i, f i","Let $\iota$ be a finite type, and let $s$ and $t$ be finite subsets of $\iota$ that are complements in the lattice of finite subsets (i.e., $s \cap t = \emptyset$ and $s \cup t = \text{univ}$). For any commutative monoid $M$ and any function $f : \iota \to M$, the product of $f$ over $s$ multiplied by the product of $f$ over $t$ equals the product of $f$ over the entire type $\iota$. That is,
\[
\left(\prod_{i \in s} f(i)\right) \cdot \left(\prod_{i \in t} f(i)\right) = \prod_{i \in \iota} f(i).
\]"," [Fintype ι] {s t : Finset ι} (h : IsCompl s t) (f : ι → M) : (∏ i ∈ s, f i) * ∏ i ∈ t, f i ≠ ∏ i, f i",negation,Changed = to ≠
IsCompl.prod_mul_prod,Mathlib.Algebra.BigOperators.Group.Finset.Basic," [Fintype ι] {s t : Finset ι} (h : IsCompl s t) (f : ι → M) : (∏ i ∈ s, f i) * ∏ i ∈ t, f i = ∏ i, f i","Let $\iota$ be a finite type, and let $s$ and $t$ be finite subsets of $\iota$ that are complements in the lattice of finite subsets (i.e., $s \cap t = \emptyset$ and $s \cup t = \text{univ}$). For any commutative monoid $M$ and any function $f : \iota \to M$, the product of $f$ over $s$ multiplied by the product of $f$ over $t$ equals the product of $f$ over the entire type $\iota$. That is,
\[
\left(\prod_{i \in s} f(i)\right) \cdot \left(\prod_{i \in t} f(i)\right) = \prod_{i \in \iota} f(i).
\]"," {s t : Finset ι} (h : IsCompl s t) (f : ι → M) : (∏ i ∈ s, f i) * ∏ i ∈ t, f i = ∏ i, f i",generalization,Removed typeclass [Fintype ι]
HomologicalComplex.d_comp_XIsoOfEq_hom,Mathlib.Algebra.Homology.HomologicalComplex, (K : HomologicalComplex V c) {p₂ p₃ : ι} (h : p₂ = p₃) (p₁ : ι) : K.d p₁ p₂ ≫ (K.XIsoOfEq h).hom = K.d p₁ p₃,"Let $K$ be a homological complex in a category $V$ with shape controlled by $c : \text{ComplexShape} \, \iota$, and let $p_2, p_3 \in \iota$ with $p_2 = p_3$. Then for any $p_1 \in \iota$, the composition of the differential $d_{p_1, p_2}$ with the isomorphism $(K.X p_2 \cong K.X p_3)$ induced by $p_2 = p_3$ equals the differential $d_{p_1, p_3}$.

In symbols: $d_{p_1, p_2} \circ (K.XIsoOfEq h).hom = d_{p_1, p_3}$.", (K : HomologicalComplex V c) {p₂ p₃ : ι} (h : p₂ = p₃) (p₁ : ι) : K.d p₁ p₂ ≫ (K.XIsoOfEq h).hom ≠ K.d p₁ p₃,negation,Changed = to ≠
HomologicalComplex.d_comp_XIsoOfEq_hom,Mathlib.Algebra.Homology.HomologicalComplex, (K : HomologicalComplex V c) {p₂ p₃ : ι} (h : p₂ = p₃) (p₁ : ι) : K.d p₁ p₂ ≫ (K.XIsoOfEq h).hom = K.d p₁ p₃,"Let $K$ be a homological complex in a category $V$ with shape controlled by $c : \text{ComplexShape} \, \iota$, and let $p_2, p_3 \in \iota$ with $p_2 = p_3$. Then for any $p_1 \in \iota$, the composition of the differential $d_{p_1, p_2}$ with the isomorphism $(K.X p_2 \cong K.X p_3)$ induced by $p_2 = p_3$ equals the differential $d_{p_1, p_3}$.

In symbols: $d_{p_1, p_2} \circ (K.XIsoOfEq h).hom = d_{p_1, p_3}$.", {p₂ p₃ : ι} (h : p₂ = p₃) (p₁ : ι) : K.d p₁ p₂ ≫ (K.XIsoOfEq h).hom = K.d p₁ p₃,generalization,Removed hypothesis (K : HomologicalComplex V c)
Finsupp.support_subtypeDomain,Mathlib.Data.Finsupp.Basic, [D : DecidablePred p] {f : α →₀ M} : (subtypeDomain p f).support = f.support.subtype p,"For any finitely supported function $f \colon \alpha \to M$ and a decidable predicate $p$ on $\alpha$, the support of the restricted function $\text{subtypeDomain}_p(f)$ is equal to the subtype of the support of $f$ consisting of elements satisfying $p$. That is,
$$\text{support}(\text{subtypeDomain}_p(f)) = \{x \in \text{support}(f) \mid p(x)\}.$$", [D : DecidablePred p] {f : α →₀ M} : (subtypeDomain p f).support ≠ f.support.subtype p,negation,Changed = to ≠
Finsupp.support_subtypeDomain,Mathlib.Data.Finsupp.Basic, [D : DecidablePred p] {f : α →₀ M} : (subtypeDomain p f).support = f.support.subtype p,"For any finitely supported function $f \colon \alpha \to M$ and a decidable predicate $p$ on $\alpha$, the support of the restricted function $\text{subtypeDomain}_p(f)$ is equal to the subtype of the support of $f$ consisting of elements satisfying $p$. That is,
$$\text{support}(\text{subtypeDomain}_p(f)) = \{x \in \text{support}(f) \mid p(x)\}.$$", {f : α →₀ M} : (subtypeDomain p f).support = f.support.subtype p,generalization,Removed typeclass [D : DecidablePred p]
Asymptotics.IsTheta.fiberwise_right,Mathlib.Analysis.Asymptotics.Theta," : f =Θ[l ×ˢ l'] g → ∀ᶠ x in l, (f ⟨x, ·⟩) =Θ[l'] (g ⟨x, ·⟩)","Let $f$ and $g$ be functions such that $f = \Theta[l \times l'] g$ (i.e., $f$ is asymptotically equivalent to $g$ up to a constant factor with respect to the product filter $l \times l'$). Then for almost all $x$ in $l$, the function $f(x, \cdot)$ is asymptotically equivalent to $g(x, \cdot)$ with respect to the filter $l'$."," : ¬(f =Θ[l ×ˢ l'] g → ∀ᶠ x in l, (f ⟨x, ·⟩) =Θ[l'] (g ⟨x, ·⟩))",negation,Negated conclusion with ¬
Asymptotics.IsTheta.fiberwise_right,Mathlib.Analysis.Asymptotics.Theta," : f =Θ[l ×ˢ l'] g → ∀ᶠ x in l, (f ⟨x, ·⟩) =Θ[l'] (g ⟨x, ·⟩)","Let $f$ and $g$ be functions such that $f = \Theta[l \times l'] g$ (i.e., $f$ is asymptotically equivalent to $g$ up to a constant factor with respect to the product filter $l \times l'$). Then for almost all $x$ in $l$, the function $f(x, \cdot)$ is asymptotically equivalent to $g(x, \cdot)$ with respect to the filter $l'$."," : ¬(∀ᶠ x in l, (f ⟨x, ·⟩) =Θ[l'] (g ⟨x, ·⟩)) → ¬(f =Θ[l ×ˢ l'] g)",contrapositive,Contrapositive: ¬Q → ¬P
